Robot,Distance [m],Levels,Cargo [kg],Elevation [m],Battery Level,Time of Day [h],Battery Error,Energy [kJ]
R1,125.54,4,2.36,16,0.6929134915887079,18.59,0,4.63942
R2,125.21,2,2.17,8,0.7730186138287958,18.47,0,3.48785
R2,84.37,4,4.16,16,0.5267705613887044,14.11,0,5.63431
R1,96.98,4,0.99,16,0.621957829645231,10.48,0,7.9972
R2,61.91,4,1.55,16,0.3420042661727132,14.1,0,3.79616
R1,219.23,2,0.0,8,0.7463295966368267,4.07,0,6.05693
R2,115.12,3,3.02,12,0.45680432058094966,5.53,0,3.82707
R1,178.6,2,3.58,8,0.6894458747380616,21.12,0,5.942
R1,78.12,2,2.19,8,0.7075892850089334,22.49,0,2.76373
R2,273.28,5,0.64,20,0.41449279047886534,11.41,0,13.62827
R1,70.08,3,5.78,12,0.47611705764570855,23.97,0,3.09856
R1,69.7,3,4.74,12,0.5614635993700425,15.34,0,6.08023
R1,248.3,5,1.39,20,0.6906737329918371,1.6,0,7.69988
R1,320.07,3,5.0,12,0.8165934776932124,22.54,0,10.80118
R1,78.94,5,3.42,20,0.5377792128824471,19.2,0,3.59964
R2,160.63,2,7.99,8,0.253430128855336,4.46,0,7.60504
R2,180.63,1,5.27,4,0.5918823709466869,13.36,0,11.61847
R1,208.5,4,4.96,16,0.6479474372472938,6.73,0,7.57175
R2,266.79,3,0.0,12,0.6891048287566629,4.66,0,4.9389
R2,112.81,3,0.0,12,0.5190672437491234,2.72,0,2.4905
R1,392.81,4,5.85,16,0.7549589302297532,20.71,0,13.94114
R2,103.37,4,7.81,16,0.6225318031323551,18.99,0,5.45439
R2,284.52,4,2.97,16,0.6160914715534922,20.54,0,8.43571
R2,356.51,4,1.4,16,0.5076304213744345,10.19,0,17.99566
R1,282.37,4,0.39,16,0.7301874165653652,21.25,0,8.022
R2,240.95,4,1.93,16,0.7378147984940722,10.77,0,13.12525
R2,175.26,3,0.0,12,0.42319411487001635,5.25,0,3.58851
R1,208.16,4,4.2,16,0.840561985774273,17.48,0,7.30809
R1,94.62,4,5.34,16,0.5394001245656974,2.81,0,4.05487
R1,332.28,3,2.3,12,0.38071712091804744,10.12,0,24.76323
R2,252.06,3,4.97,12,0.5579270777239747,13.22,0,16.3169
R1,264.87,5,1.44,20,0.6383087541774045,4.39,0,8.25681
R2,70.88,3,2.69,12,0.9816442202221395,14.43,0,4.41254
R1,124.22,1,2.85,4,0.8053576502507949,14.32,0,9.64738
R1,125.54,3,0.81,12,0.2697214544642743,16.11,0,9.52424
R1,113.49,3,2.18,12,0.6667676603192484,22.95,0,3.85765
R1,156.04,3,3.34,12,0.27609887260955035,23.47,0,5.44074
R1,217.0,2,1.71,8,0.5783787179496842,0.45,0,6.35036
R2,309.2,4,0.0,16,0.8423696429223696,7.41,0,5.70576
R2,164.38,2,4.06,8,0.5358997876572142,14.95,0,10.06866
R1,293.06,4,0.0,16,0.7373506866678282,6.77,0,8.09422
R1,317.63,3,3.55,12,0.6122607477806291,4.4,0,9.96142
R2,237.75,2,3.17,8,0.14409961404353222,16.08,0,13.39113
R2,352.06,3,0.7,12,0.6837626505176472,21.25,0,7.09224
R1,237.4,2,1.34,8,0.8169240635001855,12.29,0,17.23536
R2,266.02,2,1.67,8,0.24614013131794765,9.5,0,13.70401
R2,236.34,5,4.88,20,0.5738157164831172,20.37,0,8.76665
R1,314.15,4,1.33,16,0.6579004163237395,1.13,0,9.36384
R2,94.84,4,2.01,16,0.8823250698177065,11.76,0,5.56743
R2,370.17,4,2.23,16,0.6026783802721088,19.8,0,9.73675
R2,88.38,2,4.98,8,0.8540688984776579,18.78,0,3.50004
R1,127.88,3,4.33,12,0.3550046630123864,4.35,0,4.87093
R2,362.72,4,3.0,16,0.7738379325384679,14.2,0,20.74943
R1,190.28,4,0.0,16,0.6926019550932887,8.95,0,5.54577
R2,249.31,4,2.6,16,0.6361301271037985,17.29,0,6.9895
R1,246.3,3,4.72,12,0.8263459421713546,22.78,0,8.33231
R2,133.19,3,7.14,12,0.5917661898394833,3.9,0,6.09702
R1,381.51,2,4.57,8,0.734475748917341,5.56,0,12.32648
R2,292.74,2,4.17,8,0.7402681149886723,9.72,0,17.37135
R1,216.91,4,3.7,16,0.4914675212135655,4.61,0,7.29935
R1,101.83,3,4.22,12,0.744536458637929,21.09,0,3.92839
R1,61.13,2,0.0,8,0.43282769417400613,14.33,0,4.85999
R1,230.08,3,4.01,12,0.648389748007463,3.43,0,7.54651
R1,149.21,4,1.7,16,0.45989571107576044,20.66,0,4.97108
R2,223.42,3,0.0,12,0.7230773991060085,7.25,0,4.09542
R1,192.14,4,1.31,16,0.7632130951845888,22.43,0,6.05921
R1,92.11,2,2.09,8,0.031709341746370745,2.97,0,3.98965
R1,231.06,2,2.84,8,0.5580463487157643,13.32,0,17.78656
R2,80.83,4,1.13,16,0.5034216682839944,20.33,0,2.39593
R2,221.44,4,3.77,16,0.4042466197444001,11.07,0,13.4554
R1,197.91,1,0.67,4,0.2079403842836519,19.25,0,5.14336
R1,126.11,2,2.31,8,0.9596232018563442,8.9,0,4.19952
R1,197.88,5,0.85,20,0.38286957811057976,14.8,0,14.95446
R1,194.82,3,5.7,12,0.3195538039384991,21.24,0,6.89713
R1,319.84,3,0.0,12,0.6787780169067807,1.56,0,8.80882
R1,199.7,5,5.34,20,0.47957296086737045,4.64,0,7.46169
R1,261.51,2,3.45,8,0.9220039267440713,7.38,0,8.07166
R1,93.58,5,2.61,20,0.48334028000074536,12.06,0,8.04373
R2,196.21,2,1.57,8,0.7078012299790091,17.67,0,4.77879
R2,204.24,3,0.91,12,0.1369044686182329,16.83,0,10.3121
R2,62.81,2,2.28,8,0.4778759957726446,19.67,0,1.88605
R1,108.97,2,6.45,8,0.7392478957732409,1.35,0,4.12194
R2,193.07,4,0.75,16,0.7542616713211887,2.41,0,4.27119
R2,170.92,3,0.49,12,0.7685308063790771,4.81,0,3.58695
R1,178.04,2,3.1,8,0.7199861514509045,11.78,0,13.75728
R2,235.4,4,3.1,16,0.7819862928204564,15.64,0,13.62192
R2,135.31,4,3.48,16,0.3835513635575861,19.96,0,4.61819
R2,174.64,1,2.53,4,0.4645926403210491,10.81,0,9.61517
R1,351.71,4,4.05,16,0.6271282402082674,15.23,0,27.28295
R1,271.1,2,3.93,8,0.9052983610030703,15.0,0,20.76836
R1,89.82,1,0.65,4,0.7727170958008239,16.66,0,6.43581
R2,159.52,4,3.81,16,0.8125954079557098,5.72,0,5.41334
R1,177.19,4,0.0,16,0.6008296760358462,10.05,0,13.37166
R2,311.02,1,4.87,4,0.36142891050182935,7.79,0,10.49029
R1,223.09,4,0.86,16,0.5050217883401555,22.61,0,6.72062
R1,203.28,4,9.06,16,0.5556135588280261,17.87,0,8.64921
R1,196.61,4,1.53,16,0.37714255566186594,22.72,0,6.11821
R2,205.06,3,3.12,12,0.3086652401924641,0.23,0,6.26317
R2,86.5,2,5.69,8,0.7017290458347615,1.08,0,3.5034
R2,103.03,4,3.06,16,0.5120096007837602,15.43,0,6.44523
R2,237.66,4,0.0,16,0.5766450784286437,10.23,0,10.98549
R2,154.54,2,3.44,8,0.48172398986486586,21.38,0,4.9267
R2,270.23,1,2.01,4,0.7869311307640364,20.95,0,6.72959
R2,224.6,2,3.47,8,0.6162918997884246,18.72,0,6.71335
R1,189.71,3,5.74,12,0.795084018336658,16.23,0,15.50783
R1,83.82,2,3.34,8,0.2465266879320498,21.27,0,2.88326
R2,364.62,3,4.13,12,0.8925369502800163,22.13,0,12.04725
R1,103.69,3,0.0,12,0.7377105468598435,16.75,0,8.06427
R1,180.7,3,3.92,12,0.352955893513735,8.31,0,6.28198
R2,240.87,2,6.25,8,0.6541600219614419,20.33,0,9.79688
R1,137.8,3,3.21,12,0.36675547480706805,8.24,0,4.85875
R2,339.9,4,1.73,16,0.9195622150822456,5.28,0,8.28564
R2,203.61,3,5.34,12,0.4186052858923557,4.28,0,7.61406
R1,177.65,3,0.0,12,0.703813213848135,7.8,0,5.27193
R1,329.29,4,1.15,16,0.5372411886099562,0.06,0,9.78005
R1,115.4,3,0.46,12,0.9805029028929642,7.4,0,3.80186
R2,222.83,5,7.73,20,0.37519921208744367,12.61,0,16.75558
R1,131.97,4,0.0,16,0.5879666730003723,8.25,0,4.22132
R1,101.42,3,0.0,12,0.7353170503293263,10.28,0,7.7969
R2,114.97,4,7.01,16,0.3688987415922791,3.27,0,5.65114
R1,141.49,3,0.93,12,0.712502208490481,3.34,0,4.41209
R2,246.28,3,2.41,12,0.7292479869899999,20.93,0,6.73343
R2,304.33,4,0.0,16,0.9632327447772686,4.64,0,5.65533
R1,235.79,3,1.21,12,0.6213829703120918,8.32,0,7.0286
R2,79.83,3,0.0,12,0.7595519535944778,16.59,0,4.14096
R1,228.23,3,1.39,12,0.6521866323845324,5.59,0,6.79541
R2,112.06,2,3.65,8,0.7497556012838243,2.55,0,3.60984
R1,107.62,3,1.81,12,0.6089803523319577,3.28,0,3.74256
R1,233.19,2,7.78,8,0.17690763210064941,11.41,0,19.11946
R1,101.99,3,0.0,12,0.4034633475135383,18.56,0,3.39012
R2,105.62,3,5.79,12,0.7834473980653096,3.9,0,4.54139
R2,225.49,3,4.45,12,0.31227340210965604,19.84,0,7.94898
R2,166.41,2,5.25,8,0.9427791629618585,0.32,0,6.29498
R1,153.28,3,5.73,12,0.9129981736536672,7.18,0,5.68315
R1,127.36,3,1.49,12,0.6796405396483433,20.94,0,4.23034
R2,138.69,4,3.92,16,0.6736541184728152,6.95,0,5.0048
R1,160.84,2,1.95,8,0.5422620317491414,23.78,0,4.76045
R1,331.75,4,0.88,16,0.8277369522114324,6.62,0,9.5333
R1,62.15,3,4.34,12,0.4277163616029136,23.07,0,2.57985
R2,252.93,1,2.21,4,0.5120406104113416,13.85,0,13.36524
R1,317.88,2,5.73,8,0.5570265410053552,7.64,0,11.01814
R2,119.56,2,1.0,8,0.5230052006790524,12.91,0,6.06372
R1,165.64,1,2.09,4,0.7317962768261395,3.11,0,5.01359
R1,245.64,2,1.78,8,0.35104508564059755,16.31,0,18.08113
R2,294.41,4,2.54,16,0.564140989613607,12.59,0,16.26528
R2,93.37,3,2.99,12,0.761359393802558,10.73,0,5.77658
R2,286.33,2,3.14,8,0.6807353753416112,10.74,0,16.15631
R1,328.55,3,1.63,12,0.6012259562957939,1.94,0,9.5294
R1,175.91,3,7.64,12,0.7372986619993169,5.82,0,7.00851
R1,240.06,4,0.0,16,0.9405432591174907,11.95,0,17.79867
R1,93.08,2,4.65,8,0.3735184988783743,11.68,0,7.64709
R1,160.19,4,5.24,16,0.784779484037736,14.99,0,13.19758
R2,299.58,2,4.25,8,0.7212196890176856,15.06,0,18.16627
R1,62.74,3,1.84,12,0.6710377230495177,20.45,0,2.54014
R2,97.26,4,3.45,16,0.8044593403041218,11.31,0,6.36465
R1,125.76,2,1.36,8,0.7637868021864209,17.62,0,3.85951
R1,120.86,2,1.16,8,0.5947884416353624,4.47,0,3.57533
R1,102.78,4,2.05,16,0.9000229939763802,7.8,0,3.94106
R2,223.53,2,2.77,8,0.8063419153712634,20.32,0,6.29013
R2,104.12,1,5.21,4,0.8967088697768144,20.18,0,4.03912
R2,165.17,3,1.97,12,0.8271806123849618,9.86,0,8.80857
R1,329.54,3,1.5,12,0.5261616927482835,16.71,0,24.42049
R1,281.38,2,1.46,8,0.2158624455742052,8.93,0,7.95399
R1,58.8,4,3.27,16,0.4585391350927992,10.38,0,5.29766
R1,137.63,3,3.12,12,0.9489732344558647,7.55,0,4.81454
R1,286.6,3,4.29,12,0.5973625403541742,5.94,0,9.39283
R2,113.17,3,4.8,12,0.4108363792627996,15.58,0,7.45217
R2,128.78,3,7.18,12,0.31008684891566285,23.44,0,6.08799
R1,202.51,4,0.58,16,0.2714783701216269,20.82,0,6.14852
R1,165.76,3,5.53,12,0.9638121079389274,21.98,0,6.13827
R2,159.3,2,0.0,8,0.5917939255770257,0.34,0,2.92886
R2,168.74,1,3.32,4,0.8905897181780498,9.15,0,9.8253
R1,178.3,2,0.52,8,0.9499716630543477,18.7,0,5.10644
R2,67.34,4,0.22,16,0.895171662234901,2.21,0,1.99569
R2,296.06,3,2.42,12,0.4884152800341983,4.81,0,7.89916
R1,87.58,4,4.65,16,0.6046498815231813,7.69,0,3.88501
R2,104.23,3,6.46,12,0.5643903585084264,17.48,0,4.6488
R1,263.56,3,6.71,12,0.8695917182095357,22.2,0,9.94468
R2,118.73,3,2.43,12,0.50349838197114,6.11,0,3.48509
R2,56.16,3,3.45,12,0.8681627349036537,9.68,0,3.74021
R1,51.91,4,3.66,16,0.657327525128008,8.38,0,2.63065
R2,116.73,2,0.29,8,0.7780361344946762,23.88,0,2.48461
R1,169.29,3,4.43,12,0.7015836276183649,14.51,0,13.43281
R1,248.17,4,2.99,16,0.8675126104629476,0.29,0,7.94909
R2,185.06,5,4.34,20,0.14448295058050564,5.4,0,6.85002
R2,177.71,1,4.3,4,0.7030016925066591,15.01,0,10.86781
R1,326.0,3,4.65,12,0.7590532309709432,5.5,0,10.86475
R2,207.85,5,3.82,20,0.8465145267178369,5.94,0,7.23883
R2,77.69,2,0.0,8,0.6470292332102492,11.4,0,3.84843
R2,115.06,3,4.58,12,0.622534065154715,9.24,0,7.52822
R1,310.53,3,5.16,12,0.8044689919947995,20.56,0,10.65797
R2,220.38,2,4.36,8,0.8933357031806506,11.62,0,13.39138
R1,115.72,3,0.31,12,0.9739711290322504,7.57,0,3.74825
R2,199.62,3,1.4,12,0.46313370753862537,17.94,0,4.63682
R1,206.14,3,0.0,12,0.4007117060482289,1.68,0,5.89836
R2,190.63,3,0.0,12,0.6538418914825622,17.37,0,3.70874
R1,103.34,4,5.12,16,0.6433694156593821,11.13,0,9.01295
R2,217.24,2,8.38,8,0.5209191473926642,12.81,0,16.28195
R1,234.1,3,0.79,12,0.5024838989460434,22.34,0,6.66967
R1,163.21,3,2.89,12,0.39169524445049686,22.95,0,5.65207
R2,276.31,4,0.0,16,0.465063553875839,22.29,0,5.27317
R1,171.91,3,7.9,12,0.7652523105961995,21.55,0,6.72463
R1,68.52,3,5.67,12,0.28960507232947974,3.28,0,3.04201
R2,145.4,3,3.31,12,0.9084397604952701,2.5,0,4.60521
R2,353.93,2,2.68,8,0.7614183712405749,2.06,0,9.71081
R1,180.66,4,3.41,16,0.18506409016615633,8.04,0,6.28818
R2,116.91,1,0.25,4,0.7563499594739213,20.06,0,2.23876
R2,122.68,5,2.69,20,0.7342325149071127,22.71,0,4.0729
R2,115.38,1,0.97,4,0.22440178656937493,10.01,0,5.94891
R2,144.16,2,3.02,8,0.8859575609535861,23.44,0,4.39099
R2,86.74,3,1.44,12,0.547569171965991,3.88,0,2.33745
R2,221.66,2,3.39,8,0.8831565924087604,20.98,0,6.85334
R2,168.91,1,8.73,4,0.31514592884720527,9.88,0,12.96881
R1,176.93,3,0.65,12,0.7525165944696393,18.72,0,5.28779
R1,247.04,3,0.0,12,0.3512808401396508,16.91,0,17.79667
R2,403.15,4,3.38,16,0.3530163791139904,3.13,0,12.00572
R2,150.28,4,5.28,16,0.3766600030105697,8.88,0,6.04731
R1,146.88,3,1.01,12,0.9916130011866913,2.95,0,4.54735
R2,249.42,3,7.95,12,0.5795058443942074,15.74,0,18.7997
R2,122.31,3,7.66,12,0.2890671439356084,15.91,0,9.17673
R2,209.45,3,0.22,12,0.6922924254128314,17.77,0,4.17654
R2,200.83,6,2.16,24,0.7227979960408958,0.76,0,6.0022
R1,334.87,4,6.22,16,0.5700827888056256,8.33,0,12.04967
R2,111.54,5,0.71,20,0.6859163574040748,9.95,0,6.12978
R2,128.86,3,1.09,12,0.8191078890838831,9.05,0,6.72264
R2,219.74,4,8.26,16,0.7743027154888824,2.23,0,10.56501
R1,276.4,4,4.22,16,0.5577820381772467,1.83,0,9.43954
R1,91.44,3,1.02,12,0.7932125498828074,12.35,0,7.21812
R1,149.77,3,4.51,12,0.646437048664571,21.35,0,5.23463
R2,306.5,4,3.63,16,0.39981327665581545,20.69,0,9.92993
R2,350.44,4,0.63,16,0.598987303282571,17.57,0,7.13882
R1,272.2,3,3.1,12,0.6392039521937252,13.0,0,20.87511
R1,205.9,2,4.26,8,0.8587923837274168,23.81,0,6.78807
R1,413.11,4,4.11,16,0.4670008931310847,21.79,0,13.3314
R2,101.77,4,0.81,16,0.4973015046556071,16.32,0,5.40415
R1,217.74,2,4.39,8,0.9105147076993041,23.77,0,7.17986
R1,237.86,5,3.93,20,0.37222309562344147,16.65,0,19.11114
R1,88.57,1,5.18,4,0.8329666991001291,18.76,0,3.19229
R1,237.25,4,0.0,16,0.8784611154820646,5.22,0,6.56396
R2,269.46,4,5.31,16,0.4047052924252258,1.05,0,10.29615
R1,283.95,5,5.13,20,0.845183268799153,4.0,0,10.37793
R2,63.51,3,1.41,12,0.7238263477177976,3.03,0,1.9144
R2,143.36,2,0.99,8,0.5261946736477683,21.61,0,3.26194
R2,343.61,2,0.0,8,0.5683138537933976,4.28,0,6.10686
R1,118.56,2,1.53,8,0.7198955987917406,22.0,0,3.62856
R1,243.69,4,4.43,16,0.40328537803937503,11.06,0,19.63263
R2,253.55,4,1.25,16,0.7852776826983969,14.48,0,13.09201
R1,282.2,3,2.46,12,0.8042006433188408,13.15,0,21.32475
R1,239.82,2,0.21,8,0.9022363269967651,23.94,0,6.56532
R1,180.85,3,5.55,12,0.6907578651672366,17.53,0,6.44837
R2,173.68,3,4.94,12,0.6677917137048632,13.88,0,11.19637
R1,208.88,3,0.44,12,0.8919888819587309,3.83,0,6.00432
R2,120.31,4,4.9,16,0.8749956646559387,19.64,0,4.71511
R2,111.77,3,1.82,12,0.9037590132725782,0.85,0,3.04798
R2,320.17,4,3.65,16,0.8528216951851117,14.58,0,18.88856
R2,162.78,3,1.6,12,0.9033399085685371,22.82,0,4.20671
R2,196.76,3,2.38,12,0.8266132356808937,8.45,0,5.32795
R1,58.77,3,0.0,12,0.32657024099397103,12.86,0,4.77184
R1,172.39,3,1.99,12,0.8198627546157592,9.06,0,13.418
R2,50.31,2,4.08,8,0.3277453020676072,9.78,0,3.4083
R1,79.74,2,5.86,8,0.7999337625514717,2.55,0,3.06098
R2,92.77,3,3.33,12,0.5678801900464459,19.89,0,3.15168
R1,175.63,4,7.76,16,0.6541371490592586,1.1,0,7.36384
R2,167.91,3,3.83,12,0.33184305767447353,4.33,0,5.62627
R1,107.09,5,3.24,20,0.5547090944420406,8.36,0,4.27687
R2,396.15,2,3.64,8,0.156086253893702,6.5,0,12.0388
R2,201.24,3,3.03,12,0.4977931897616861,18.58,0,5.91645
R1,70.97,4,4.31,16,0.5582826769468274,8.49,0,3.11167
R2,205.64,4,1.42,16,0.5835368935570069,10.52,0,10.73026
R1,143.71,3,0.0,12,0.7327751324673948,3.21,0,4.29233
R1,146.12,4,3.11,16,0.620022377636666,7.54,0,5.17476
R2,274.87,3,2.86,12,0.7568204584347373,4.31,0,7.76525
R2,152.94,2,2.45,8,0.5279152413352868,10.55,0,8.38726
R2,158.39,3,1.97,12,0.46812097048921286,20.68,0,4.18463
R2,129.75,4,5.0,16,0.3668489625850041,19.69,0,5.21426
R2,137.04,2,5.58,8,0.4493892991357217,12.33,0,9.50698
R1,195.07,5,3.31,20,0.7527006469933099,7.18,0,6.95678
R1,149.14,4,1.93,16,0.6800086559952694,20.46,0,4.90597
R1,157.67,2,4.55,8,0.8679639875485571,7.35,0,5.30509
R2,138.64,2,0.0,8,0.7228233141566565,8.59,0,2.59025
R2,188.94,3,5.09,12,0.692529320568271,19.36,0,7.02981
R1,298.2,3,0.0,12,0.574416141472406,15.12,0,21.4872
R1,119.74,1,1.06,4,0.8990615009375842,18.31,0,3.51826
R1,200.24,4,0.99,16,0.6299191463828095,7.68,0,6.22704
R1,122.41,5,0.0,20,0.5597970596189681,18.24,0,4.2793
R1,278.83,3,1.2,12,0.34569253884171336,15.38,0,20.31283
R1,157.31,4,2.92,16,0.6587079134132101,20.94,0,5.51733
R1,320.39,3,1.29,12,0.7315518055465657,15.31,0,23.77749
R2,348.86,0,5.71,0,0.475333073299543,19.72,0,12.80727
R1,117.45,3,0.0,12,0.2825704198236485,16.65,0,9.0198
R2,66.74,3,3.33,12,0.8019520357435209,12.19,0,4.4113
R1,119.99,5,0.93,20,0.47521488847625304,1.56,0,4.35694
R2,175.78,3,0.0,12,0.7133235122577536,11.52,0,8.2785
R1,357.49,3,4.39,12,0.26019388765793616,15.42,0,27.95626
R1,332.09,4,4.0,16,0.9904995630408598,23.74,0,11.06176
R2,134.08,4,2.09,16,0.7244913961133711,13.42,0,7.62639
R2,86.04,3,1.29,12,0.3522428987152908,10.21,0,4.80748
R1,193.67,2,6.76,8,0.8006801157322585,4.19,0,6.96757
R1,315.89,4,3.11,16,0.7142476256173024,0.4,0,10.10019
R1,195.55,4,3.41,16,0.2804407241828466,17.73,0,6.6862
R2,143.6,4,1.27,16,0.8237200130283848,21.27,0,3.70459
R2,231.7,3,5.88,12,0.4417597505624701,16.5,0,15.77523
R2,346.25,2,8.48,8,0.5827155618295303,20.42,0,16.5882
R1,222.65,3,0.0,12,0.5113342374579585,9.85,0,16.05578
R2,155.42,3,7.09,12,0.5758380444674732,14.94,0,11.42474
R2,235.38,3,3.88,12,0.24522070384908912,12.06,0,14.39038
R2,114.11,3,5.36,12,0.6467676479575388,5.61,0,4.83431
R1,328.49,1,0.69,4,0.8970436854230316,2.0,0,8.58524
R1,73.05,3,3.1,12,0.9795138462007291,19.13,0,2.80675
R2,117.52,2,2.97,8,0.9325784692418961,0.27,0,3.59488
R1,262.19,2,2.47,8,0.47110379091463717,16.48,0,19.58412
R2,143.27,2,4.76,8,0.8740713838401198,19.4,0,5.18823
R1,388.03,2,5.09,8,0.8007577620532418,7.74,0,12.79292
R2,83.01,4,5.51,16,0.3064910492144488,8.49,0,3.67882
R1,155.67,4,1.91,16,0.6819373363297079,0.75,0,5.20265
R2,343.72,3,6.78,12,0.6828238542395562,18.2,0,14.71419
R1,57.2,3,0.0,12,0.6527161940087012,2.21,0,2.12086
R1,293.7,2,0.66,8,0.42974719157894314,16.24,0,20.80791
R2,126.82,3,2.3,12,0.8761946052479443,20.08,0,3.76994
R2,113.54,3,3.09,12,0.786324318692557,5.05,0,3.76654
R2,236.07,1,4.21,4,0.8703682130504519,14.74,0,14.15159
R2,203.85,3,5.31,12,0.9096845636647224,15.57,0,13.43239
R1,170.57,2,2.8,8,0.8348227507239856,4.16,0,5.28063
R2,218.9,2,6.88,8,0.47668071971664416,14.96,0,15.47962
R2,341.0,3,0.74,12,0.928211603957784,8.26,0,6.92384
R2,104.1,5,0.61,20,0.8071004664367106,1.28,0,2.90853
R2,160.46,2,5.37,8,0.11808553989457338,13.59,0,10.53605
R2,247.52,3,7.02,12,0.6678281736994016,4.06,0,10.92725
R1,153.74,2,7.03,8,0.3266318908898742,13.61,0,12.8502
R2,170.34,4,3.31,16,0.35563670069349973,8.94,0,5.58688
R1,344.16,2,1.75,8,0.8491707883989094,7.46,0,9.63333
R1,200.8,3,4.05,12,0.6356226356221957,20.19,0,7.01123
R1,181.35,2,6.06,8,0.23198625908051806,2.65,0,6.48515
R1,222.32,3,2.87,12,0.8287766845127595,3.69,0,7.0462
R1,300.62,4,0.0,16,0.5001195473410645,4.17,0,8.2653
R1,59.56,3,7.97,12,0.3258329526597298,13.84,0,5.54289
R1,199.28,5,2.54,20,0.5658638693912552,17.9,0,6.62597
R2,372.94,4,4.56,16,0.8254479742759494,5.14,0,13.05791
R2,190.22,3,4.77,12,0.5311585667983159,2.75,0,7.1746
R2,93.68,4,3.98,16,0.8137839896561647,12.15,0,6.22165
R1,226.4,2,7.46,8,0.7343614387960851,23.81,0,8.50951
R1,204.23,4,2.6,16,0.46322036766094177,0.05,0,6.70463
R1,256.59,2,4.65,8,0.6306685476034894,14.19,0,19.6665
R2,61.34,4,4.37,16,0.43805913636043037,15.66,0,4.47174
R2,290.13,0,6.34,0,0.6597818151244126,8.27,0,11.50751
R1,181.23,3,3.22,12,0.700911553356963,0.71,0,6.10587
R2,389.7,4,5.35,16,0.8058241203066794,20.9,0,14.22793
R2,367.73,3,7.77,12,0.9730250855773485,16.97,0,27.03819
R1,254.28,1,2.34,4,0.7508572174214642,12.94,0,18.296
R2,339.4,2,0.0,8,0.5326989954174266,7.05,0,5.89512
R2,127.38,2,5.78,8,0.625725754129369,6.66,0,5.18456
R2,115.35,2,0.92,8,0.4490351441487236,12.85,0,5.9696
R1,180.38,3,0.75,12,0.14055719747330442,9.22,0,13.60648
R2,295.27,1,4.08,4,0.3314630085100987,12.2,0,17.21911
R2,344.04,3,0.0,12,0.8063419108052255,11.37,0,15.82663
R1,191.08,4,4.42,16,0.7254549359681914,17.25,0,6.97794
R2,191.42,4,3.52,16,0.7765028285889379,10.35,0,11.62384
R2,113.92,3,1.83,12,0.23478510236989225,20.64,0,3.25979
R1,233.47,4,1.88,16,0.918984527614158,7.88,0,7.19481
R2,75.45,3,0.0,12,0.6242158040587238,12.24,0,3.95157
R1,137.23,4,3.92,16,0.9075862627684993,2.71,0,4.90266
R2,296.19,4,3.2,16,0.6926234228724433,22.35,0,8.73425
R1,155.67,2,0.0,8,0.8124804007435774,2.99,0,4.39679
R2,174.58,4,1.14,16,0.476977791137124,5.73,0,4.3128
R2,271.85,3,2.71,12,0.4148442460616588,23.16,0,7.43935
R1,79.96,3,8.5,12,0.6323189491715762,8.43,0,3.68764
R1,218.99,3,0.0,12,0.79487313143846,1.2,0,6.05681
R2,200.92,5,4.0,20,0.5005824128160632,13.9,0,12.52405
R1,247.65,3,6.25,12,0.45205453259924055,7.56,0,8.92794
R1,220.49,1,7.47,4,0.3143548657783286,5.22,0,7.96148
R1,124.63,3,2.49,12,0.4809348321088426,20.87,0,4.04072
R1,155.19,3,1.48,12,0.7591445385417561,13.56,0,11.9838
R2,79.74,3,7.9,12,0.8389397962763362,22.53,0,4.16567
R1,310.06,3,5.7,12,0.8120243623227105,14.88,0,24.24483
R2,217.9,5,1.06,20,0.5987072338592898,2.73,0,5.25787
R1,163.65,4,1.82,16,0.8225828943723863,12.12,0,12.89338
R2,180.92,2,1.37,8,0.6713257279780054,11.37,0,9.14843
R2,386.09,3,1.3,12,0.5830715923983727,19.54,0,8.56477
R1,142.51,2,1.1,8,0.28068566370228387,3.01,0,4.33273
R2,112.64,3,5.76,12,0.35153990155794823,4.42,0,4.77521
R1,67.64,4,5.31,16,0.14408502623330088,14.89,0,6.19099
R2,63.27,5,5.49,20,0.4990020802961155,2.67,0,3.2148
R2,175.32,4,4.11,16,0.1641282472729274,9.36,0,11.06843
R2,147.23,3,2.97,12,0.6183907208654862,15.89,0,8.82246
R1,143.17,5,1.44,20,0.6410975040702929,10.84,0,11.08136
R1,294.3,3,1.16,12,0.5901467639850124,3.74,0,8.41395
R2,143.7,1,0.0,4,0.9255907247388577,11.09,0,6.69253
R2,190.76,2,1.34,8,0.8612393980163331,16.94,0,9.80602
R2,285.12,4,4.54,16,0.5195113657355588,0.87,0,9.89099
R2,227.37,2,2.77,8,0.8446169120194678,18.55,0,6.32026
R2,110.23,2,2.29,8,0.6838230380967234,19.63,0,3.03921
R1,151.75,2,2.37,8,0.40097288840886913,14.86,0,11.50636
R2,234.6,2,0.0,8,0.5344106251760761,15.81,0,10.97009
R1,138.1,2,7.41,8,0.6134715230366776,21.13,0,5.48534
R1,198.28,3,1.1,12,0.8900413191253012,11.55,0,15.17513
R1,88.65,5,1.95,20,0.9343859583478671,11.25,0,7.58798
R1,264.89,3,2.44,12,0.3683767975128933,10.34,0,19.89618
R1,208.29,4,4.34,16,0.6129200437411181,23.91,0,7.3099
R2,139.27,4,0.0,16,0.48234717236375046,16.21,0,6.78423
